% Model:              poly_cp_WithResults.mph
% Version:            COMSOL 5.5.0.359
% Date:               Dec 21 2021, 10:33
% Dimension:          3
% Nodes:              7402
% Expressions:        1
% Description:        Volume
% x                       y                        z                        Color
2.519627230029258E-7      2.999999999999999E-8     9.590007969076464E-7     -6.006642836637209E-12
2.492627909504408E-7      2.999999999999999E-8     1.0141708248840021E-6    -6.394392761360109E-12
0                         2.4E-8                   1.2000000000000035E-6    -8.825348342186129E-12
0                         1.8E-8                   1.1400000000000026E-6    -8.368392025987835E-12
0                         1.8E-8                   1.2000000000000027E-6    -8.799766239110828E-12
0                         1.1999999999999997E-8    1.1400000000000018E-6    -8.342793157269585E-12
0                         1.1999999999999997E-8    1.0800000000000017E-6    -7.900816297559367E-12
0                         1.2E-8                   1.2000000000000019E-6    -8.774125530343887E-12
0                         5.999999999999998E-9     1.140000000000001E-6     -8.317135682859688E-12
0                         5.999999999999998E-9     1.0800000000000009E-6    -7.875200663198161E-12
0                         5.999999999999998E-9     1.0200000000000008E-6    -7.422621156900726E-12
0                         5.999999999999998E-9     1.200000000000001E-6     -8.748426215885294E-12
0                         0                        1.14E-6                  -8.291419602758147E-12
0                         0                        1.08E-6                  -7.849526423145314E-12
0                         0                        1.02E-6                  -7.396988756896568E-12
0                         0                        9.600000000000001E-7     -6.933806604011909E-12
0                         0                        1.2000000000000002E-6    -8.722668295735059E-12
1.5284809757513132E-7     0                        1.0524044591773893E-6    -6.951862398031871E-12
2.0379746343350847E-7     0                        1.0832059455698526E-6    -6.95430084569695E-12
1.0189873171675423E-7     0                        1.0816029727849263E-6    -7.380678481385454E-12
1.5284809757513132E-7     0                        1.1124044591773894E-6    -7.369838230873713E-12
5.0949365858377116E-8     0                        1.1108014863924633E-6    -7.827197549627546E-12
1.0189873171675423E-7     0                        1.1416029727849264E-6    -7.803078600938987E-12
5.0949365858377116E-8     0                        1.1708014863924634E-6    -8.25402195589277E-12
1.0189873171675423E-7     0                        1.0216029727849262E-6    -6.947633875196005E-12
5.0949365858377116E-8     0                        1.0508014863924632E-6    -7.389728656726406E-12
5.0949365858377116E-8     0                        9.90801486392463E-7      -6.941615277189351E-12
8.400000000000017E-7      2.4E-8                   0                        2.8849864641192434E-12
9.000000000000012E-7      2.4E-8                   0                        3.1401277749536567E-12
8.400000000000021E-7      3.0E-8                   0                        2.8514889272128723E-12
8.400000000000013E-7      1.7999999999999996E-8    0                        2.918458034908267E-12
9.000000000000009E-7      1.8E-8                   0                        3.1751970943464778E-12
8.400000000000011E-7      1.1999999999999998E-8    0                        2.9519036395799445E-12
9.000000000000005E-7      1.2E-8                   0                        3.2102404476219524E-12
9.000000000000003E-7      5.999999999999998E-9     0                        3.2452578347800797E-12
7.800000000000022E-7      2.3999999999999997E-8    0                        2.648077874588477E-12
7.800000000000025E-7      3.0E-8                   0                        2.616178086285903E-12
7.800000000000018E-7      1.8E-8                   0                        2.679951696773703E-12
7.200000000000026E-7      2.3999999999999997E-8    0                        2.429402006361358E-12
7.200000000000031E-7      3.0E-8                   0                        2.3990999666625814E-12
6.600000000000035E-7      3.0E-8                   0                        2.2002545683429056E-12
8.710278122823973E-7      3.0E-8                   5.0788589031396815E-8    2.6134423952409306E-12
8.110278122823976E-7      3.0E-8                   5.0788589031396815E-8    2.3643153484085925E-12
8.42055624564793E-7       3.0E-8                   1.0157717806279363E-7    2.125424506276933E-12
7.820556245647934E-7      3.0E-8                   1.0157717806279363E-7    1.8807139748428727E-12
8.130834368471887E-7      3.0E-8                   1.5236576709419044E-7    1.6409788225514976E-12
7.530834368471891E-7      3.0E-8                   1.5236576709419044E-7    1.4006848065157146E-12
7.841112491295845E-7      3.0E-8                   2.0315435612558726E-7    1.160105344064621E-12
7.24111249129585E-7       3.0E-8                   2.0315435612558726E-7    9.24227843427117E-13
7.510278122823982E-7      3.0E-8                   5.0788589031396815E-8    2.133421022879901E-12
7.22055624564794E-7       3.0E-8                   1.0157717806279363E-7    1.6542361647124586E-12
6.930834368471897E-7      3.0E-8                   1.5236576709419044E-7    1.1786235117835789E-12
6.910278122823987E-7      3.0E-8                   5.0788589031396815E-8    1.920759418654857E-12
6.620556245647945E-7      3.0E-8                   1.0157717806279363E-7    1.4459910758856931E-12
6.310278122823993E-7      3.0E-8                   5.0788589031396815E-8    1.7263305357334602E-12
9.000000000000015E-7      3.0E-8                   0                        3.1050324894434895E-12
7.551390614119802E-7      3.0E-8                   2.5394294515698406E-7    6.828040708163074E-13
6.959794670645316E-7      3.0E-8                   2.4794714669727627E-7    5.133355570183234E-13
6.649516547821362E-7      3.0E-8                   1.9715855766587945E-7    7.621818607173743E-13
6.33923842499741E-7       3.0E-8                   1.4636996863448262E-7    1.024000060162077E-12
6.028960302173457E-7      3.0E-8                   9.558137960308583E-8     1.2987901553524328E-12
6.368198727170827E-7      3.0E-8                   2.419513482375685E-7     3.504909890586153E-13
6.057920604346875E-7      3.0E-8                   1.9116275920617166E-7    6.067598238459073E-13
5.747642481522923E-7      3.0E-8                   1.4037417017477484E-7    8.760005543788515E-13
5.776602783696341E-7      3.0E-8                   2.3595554977786064E-7    1.9427036693718338E-13
5.466324660872388E-7      3.0E-8                   1.8516696074646382E-7    4.579617328127165E-13
5.185006840221853E-7      3.0E-8                   2.2995975131815285E-7    4.4673690654027403E-14
7.259183893744222E-7      3.0E-8                   3.001820151114592E-7     2.711755681448591E-13
6.667587950269735E-7      3.0E-8                   2.9418621665175135E-7    9.70204132429198E-14
6.075992006795248E-7      3.0E-8                   2.8819041819204357E-7    -7.05107958207439E-14
5.48439606332076E-7       3.0E-8                   2.8219461973233573E-7    -2.3141805904613096E-13
4.892800119846273E-7      3.0E-8                   2.7619882127262794E-7    -3.8570137643324243E-13
6.966977173368642E-7      3.0E-8                   3.464210850659343E-7     -1.3667503621086448E-13
6.375381229894154E-7      3.0E-8                   3.4042528660622644E-7    -3.155168322167593E-13
5.783785286419668E-7      3.0E-8                   3.3442948814651865E-7    -4.877346823843781E-13
5.192189342945179E-7      3.0E-8                   3.2843368968681087E-7    -6.533285867137206E-13
6.674770452993062E-7      3.0E-8                   3.9266015502040937E-7    -5.40747742250863E-13
6.083174509518575E-7      3.0E-8                   3.8666435656070153E-7    -7.242761793607132E-13
5.491578566044088E-7      3.0E-8                   3.8066855810099374E-7    -9.011806706322872E-13
6.382563732617481E-7      3.0E-8                   4.388992249748845E-7     -9.410425499751372E-13
5.790967789142995E-7      3.0E-8                   4.329034265151767E-7     -1.1292576281889426E-12
6.090357012241902E-7      3.0E-8                   4.851382949293596E-7     -1.3375594593836858E-12
5.778839806871853E-7      0                        5.221910052696077E-7     -1.6227002471014568E-12
5.107625202280721E-7      0                        5.160307008741585E-7     -1.8855712008272997E-12
4.43641059768959E-7       0                        5.098703964787093E-7     -2.111445465670837E-12
3.765195993098459E-7      0                        5.037100920832603E-7     -2.3003230416320686E-12
5.515899091238253E-7      0                        5.639306622651762E-7     -2.0235972761078594E-12
4.844684486647122E-7      0                        5.57770357869727E-7      -2.2853091919033934E-12
4.1734698820559903E-7     0                        5.51610053474278E-7      -2.5100244188166205E-12
5.252958375604653E-7      0                        6.056703192607447E-7     -2.428380797369798E-12
4.581743771013522E-7      0                        5.995100148652956E-7     -2.6889336752350223E-12
4.990017659971053E-7      0                        6.474099762563132E-7     -2.8370508108872724E-12
3.41761863104508E-7       3.0E-8                   4.711161890265333E-7     -2.2408497718906256E-12
3.786414003245378E-7      3.0E-8                   4.2238684708805697E-7    -1.7651655883013014E-12
4.1552093754456766E-7     3.0E-8                   3.736575051495806E-7     -1.297412794528629E-12
4.524004747645974E-7      3.0E-8                   3.249281632111042E-7     -8.3759139057261E-13
4.085803226344285E-7      3.0E-8                   4.746217155022399E-7     -2.0692071214777553E-12
4.4545985985445834E-7     3.0E-8                   4.258923735637635E-7     -1.5893162200730913E-12
4.823393970744882E-7      3.0E-8                   3.7716303162528714E-7    -1.1173567084850793E-12
4.753987821643491E-7      3.0E-8                   4.781272419779464E-7     -1.861444519255642E-12
5.122783193843789E-7      3.0E-8                   4.2939790003947007E-7    -1.3773469000356389E-12
5.422172416942695E-7      3.0E-8                   4.81632768453653E-7      -1.617561965224285E-12
4.413160565844771E-7      3.0E-8                   7.225579151229066E-7     -3.726029217860061E-12
3.989788491112943E-7      3.0E-8                   6.751151045012742E-7     -3.563839012370476E-12
4.442922334673184E-7      3.0E-8                   6.57381905037356E-7      -3.2672759707258026E-12
3.566416416381116E-7      3.0E-8                   6.276722938796419E-7     -3.3679190582841576E-12
4.019550259941356E-7      3.0E-8                   6.099390944157237E-7     -3.095144718563014E-12
3.1430443416492885E-7     3.0E-8                   5.802294832580095E-7     -3.1382693556011075E-12
3.5961781852095296E-7     3.0E-8                   5.624962837940914E-7     -2.8892837178034932E-12
3.172806110477702E-7      3.0E-8                   5.15053473172459E-7      -2.6496929684472407E-12
3.9600267222845294E-7     3.0E-8                   7.402911145868247E-7     -4.027715130803079E-12
3.5366546475527024E-7     3.0E-8                   6.928483039651925E-7     -3.841736223389964E-12
3.1132825728208754E-7     3.0E-8                   6.454054933435601E-7     -3.6220275673801155E-12
3.506892878724289E-7      3.0E-8                   7.580243140507429E-7     -4.3107352131209105E-12
3.0835208039924613E-7     3.0E-8                   7.105815034291106E-7     -4.100967603784265E-12
3.0537590351640487E-7     3.0E-8                   7.757575135146612E-7     -4.5750894648135544E-12
4.866294409405011E-7      3.0E-8                   7.048247156589883E-7     -3.405677474291856E-12
4.687734855240562E-7      3.0E-8                   6.134446208914303E-7     -2.8479566020527714E-12
5.11110692997239E-7       3.0E-8                   6.608874315130626E-7     -2.982866048246686E-12
4.93254737580794E-7       3.0E-8                   5.695073367455046E-7     -2.4332311449115064E-12
5.355919450539767E-7      3.0E-8                   6.169501473671369E-7     -2.5646485337332836E-12
5.177359896375319E-7      3.0E-8                   5.255700525995787E-7     -2.023099599302013E-12
5.600731971107146E-7      3.0E-8                   5.73012863221211E-7      -2.1510249307516492E-12
5.845544491674524E-7      3.0E-8                   5.290755790752853E-7     -1.7419952393017833E-12
4.264362780508735E-7      3.0E-8                   5.66001810269798E-7      -2.6793174072621224E-12
4.5091753010761125E-7     3.0E-8                   5.220645261238722E-7     -2.2680840074929983E-12
3.8409907057769073E-7     3.0E-8                   5.185589996481656E-7     -2.476948463874741E-12
8.072801446326942E-7      0                        2.54800309437406E-7      1.032369696823869E-12
8.379601084745206E-7      0                        2.040906131348211E-7     1.5214673026866253E-12
8.686400723163471E-7      0                        1.5338091683223618E-7    2.0139452751296242E-12
8.993200361581734E-7      0                        1.0267122052965127E-7    2.5098036141528657E-12
9.3E-7                    0                        5.196152422706638E-8     3.0090423197563502E-12
8.679601084745206E-7      0                        2.5605213736188746E-7    1.2612085438577607E-12
8.986400723163471E-7      0                        2.0534244105930255E-7    1.747663547806688E-12
9.293200361581735E-7      0                        1.5463274475671767E-7    2.237498918335858E-12
9.6E-7                    0                        1.0392304845413276E-7    2.7307146554452702E-12
9.28640072316347E-7       0                        2.573039652863689E-7     1.4742610922371847E-12
9.593200361581734E-7      0                        2.0659426898378403E-7    1.9580734942722827E-12
9.899999999999998E-7      0                        1.5588457268119912E-7    2.4452662628876226E-12
9.893200361581735E-7      0                        2.585557932108504E-7     1.6715273419621407E-12
1.02E-6                   0                        2.078460969082655E-7     2.1526971420834093E-12
1.05E-6                   0                        2.598076211353319E-7     1.853007293032628E-12
9.30000000000001E-7       3.0E-8                   5.196152422706536E-8     2.8419180009777325E-12
9.010278122823967E-7      3.0E-8                   1.0275011325846218E-7    2.3561719107929088E-12
9.600000000000005E-7      3.0E-8                   1.0392304845413072E-7    2.571987290800358E-12
9.310278122823962E-7      3.0E-8                   1.5471163748552754E-7    2.0920852046332707E-12
9.9E-7                    3.0E-8                   1.5588457268119608E-7    2.29524035891137E-12
9.610278122823958E-7      3.0E-8                   2.066731617125929E-7     1.821182276762017E-12
1.0199999999999996E-6     3.0E-8                   2.0784609690826144E-7    2.0116772053107647E-12
9.910278122823953E-7      3.0E-8                   2.5863468593965826E-7    1.543463127179147E-12
8.720556245647925E-7      3.0E-8                   1.53538702289859E-7      1.8739980258466464E-12
9.02055624564792E-7       3.0E-8                   2.0550022651692436E-7    1.6157553237047431E-12
9.320556245647915E-7      3.0E-8                   2.574617507439897E-7     1.3506963998512249E-12
8.430834368471882E-7      3.0E-8                   2.043272913212558E-7     1.3953963461389459E-12
8.730834368471877E-7      3.0E-8                   2.5628881554832113E-7    1.1429976480147778E-12
8.14111249129584E-7       3.0E-8                   2.5511588035265265E-7    9.203668716698052E-13
1.049999999999999E-6      3.0E-8                   2.598076211353268E-7     1.721297829998543E-12
1.139999999999998E-6      2.4E-8                   0                        4.029451625361731E-12
1.1999999999999968E-6     2.4E-8                   0                        4.264809407328358E-12
1.1399999999999971E-6     3.0E-8                   0                        3.998117761910838E-12
1.1399999999999988E-6     1.7999999999999996E-8    0                        4.0606604183038744E-12
1.1999999999999976E-6     1.8E-8                   0                        4.2950828390133434E-12
1.1399999999999997E-6     1.1999999999999998E-8    0                        4.09174414073727E-12
1.1999999999999985E-6     1.2E-8                   0                        4.325231200189579E-12
1.1400000000000005E-6     6.0E-9                   0                        4.122702792661918E-12
1.1999999999999993E-6     5.999999999999998E-9     0                        4.355254490857064E-12
1.079999999999999E-6      2.3999999999999997E-8    0                        3.799302573437884E-12
1.0799999999999981E-6     3.0E-8                   0                        3.7670333487298305E-12
1.0799999999999998E-6     1.8E-8                   0                        3.831446727637187E-12
1.0800000000000007E-6     1.2E-8                   0                        3.863465811327742E-12
1.02E-6                   2.3999999999999997E-8    0                        3.5743622515568167E-12
1.0199999999999991E-6     3.0E-8                   0                        3.541157665591604E-12
1.0200000000000008E-6     1.8E-8                   0                        3.6074417670132796E-12
9.600000000000014E-7      2.4E-8                   0                        3.35463065971853E-12
9.600000000000003E-7      3.0E-8                   0                        3.3204907124961554E-12
1.1699999999999966E-6     3.0E-8                   5.196152422706536E-8     3.729455991366933E-12
1.1099999999999976E-6     3.0E-8                   5.196152422706536E-8     3.499758398705463E-12
1.1399999999999971E-6     3.0E-8                   1.0392304845413072E-7    3.2256672269694774E-12
1.0799999999999983E-6     3.0E-8                   1.0392304845413072E-7    3.002565184870325E-12
1.1099999999999978E-6     3.0E-8                   1.5588457268119608E-7    2.723044611942262E-12
1.0499999999999988E-6     3.0E-8                   1.5588457268119608E-7    2.5065381204054258E-12
1.0799999999999983E-6     3.0E-8                   2.0784609690826144E-7    2.2215881462852823E-12
1.0499999999999986E-6     3.0E-8                   5.196152422706536E-8     3.275269536086772E-12
1.0199999999999993E-6     3.0E-8                   1.0392304845413072E-7    2.784671872813951E-12
9.899999999999998E-7      3.0E-8                   5.196152422706536E-8     3.0559894035108625E-12
1.199999999999996E-6      3.0E-8                   0                        4.2344109051346255E-12
1.2000000000000002E-6     0                        0                        4.385152711015803E-12
9.600000000000001E-7      6.0E-9                   0                        3.456667456476696E-12
9.600000000000001E-7      0                        0                        3.4906277898280594E-12
9.600000000000005E-7      1.2E-8                   0                        3.4226811570079872E-12
9.60000000000001E-7       1.8E-8                   0                        3.388668891421931E-12
1.0200000000000004E-6     6.0E-9                   0                        3.673378156689208E-12
1.02E-6                   0                        0                        3.706307402351151E-12
1.0200000000000006E-6     1.2E-8                   0                        3.640422944909917E-12
1.0800000000000002E-6     6.0E-9                   0                        3.895389935417614E-12
1.08E-6                   0                        0                        3.927288093390139E-12
1.14E-6                   0                        0                        4.1535698629450235E-12
1.08E-6                   0                        2.078460969082655E-7     2.357789090586176E-12
1.05E-6                   0                        1.5588457268119912E-7    2.651679857766498E-12
1.11E-6                   0                        1.5588457268119912E-7    2.863394531161267E-12
1.0799999999999998E-6     0                        1.0392304845413273E-7    3.1514862164711295E-12
1.14E-6                   0                        1.0392304845413276E-7    3.369823614757903E-12
1.11E-6                   0                        5.1961524227066365E-8    3.652116218197305E-12
1.17E-6                   0                        5.1961524227066365E-8    3.877076341376081E-12
1.0199999999999998E-6     0                        1.0392304845413273E-7    2.9384498967002523E-12
1.05E-6                   0                        5.1961524227066365E-8    3.432457173534424E-12
9.899999999999998E-7      0                        5.1961524227066365E-8    3.2180992073874387E-12
2.048096218021975E-7      0                        1.1424044591773893E-6    -7.359209091117103E-12
2.5575898766057467E-7     0                        1.1132059455698525E-6    -6.9600914520594266E-12
2.058217801708866E-7      0                        1.2016029727849264E-6    -7.76398539555776E-12
2.567711460292637E-7      0                        1.1724044591773892E-6    -7.363584517730662E-12
2.0683393853957563E-7     0                        1.2608014863924631E-6    -8.168629759018926E-12
2.5778330439795275E-7     0                        1.2316029727849263E-6    -7.766945642422406E-12
2.0784609690826472E-7     0                        1.32E-6                  -8.573142181500592E-12
2.587954627666418E-7      0                        1.290801486392463E-6     -8.170174826134657E-12
1.538602559438204E-7      0                        1.1716029727849263E-6    -7.776029715063289E-12
1.5487241431250948E-7     0                        1.2308014863924632E-6    -8.182089258273367E-12
1.558845726811985E-7      0                        1.29E-6                  -8.588016860503948E-12
1.029108900854433E-7      0                        1.2008014863924633E-6    -8.210553323897982E-12
1.0392304845413236E-7     0                        1.2600000000000002E-6    -8.617896105877479E-12
5.196152422706618E-8      0                        1.23E-6                  -8.662779917621183E-12
2.5980762113533087E-7     0                        1.35E-6                  -8.573272068867406E-12
5.196152422706513E-8      3.0000000000000004E-8    1.230000000000004E-6     -8.777685656391501E-12
1.0127409600665629E-7     3.0E-8                   1.2038681705720748E-6    -8.345888809279702E-12
1.5058666778624743E-7     2.999999999999999E-8     1.1777363411441453E-6    -7.931017438680694E-12
1.9989923956583858E-7     2.999999999999999E-8     1.151604511716216E-6     -7.533071544594473E-12
2.492118113454298E-7      2.999999999999999E-8     1.1254726822882869E-6    -7.15205112702104E-12
1.0392304845413026E-7     3.0000000000000004E-8    1.260000000000004E-6     -8.719664453396304E-12
1.532356202337214E-7      3.0E-8                   1.2338681705720745E-6    -8.304421382115225E-12
2.0254819201331258E-7     3.0E-8                   1.2077363411441452E-6    -7.906103787346928E-12
2.518607637929037E-7      2.999999999999999E-8     1.181604511716216E-6     -7.524711669091427E-12
1.5588457268119536E-7     3.0000000000000004E-8    1.2900000000000037E-6    -8.676808230584192E-12
2.0519714446078653E-7     3.0E-8                   1.2638681705720742E-6    -8.278118935133827E-12
2.545097162403777E-7      3.0E-8                   1.237736341144145E-6     -7.89635511619625E-12
2.078460969082605E-7      3.0000000000000004E-8    1.3200000000000035E-6    -8.649116987955158E-12
2.571586686878517E-7      3.0000000000000004E-8    1.2938681705720742E-6    -8.266981468335513E-12
2.5980762113532563E-7     3.0000000000000004E-8    1.3500000000000032E-6    -8.63659072550921E-12
2.0784609690826472E-7     0                        1.3800000000000001E-6    -8.9928712941311E-12
1.558845726811985E-7      0                        1.3500000000000002E-6    -9.00554091126812E-12
1.0392304845413232E-7     0                        1.32E-6                  -9.03321509477531E-12
5.196152422706616E-8      0                        1.2900000000000001E-6    -9.075893844652675E-12
0                         0                        1.2600000000000002E-6    -9.133577160900212E-12
1.558845726811985E-7      0                        1.41E-6                  -9.424043928885672E-12
1.0392304845413232E-7     0                        1.38E-6                  -9.449513050526525E-12
5.196152422706616E-8      0                        1.3500000000000002E-6    -9.489986738537548E-12
0                         0                        1.32E-6                  -9.54546499291875E-12
1.0392304845413236E-7     0                        1.44E-6                  -9.866789973131126E-12
5.196152422706616E-8      0                        1.41E-6                  -9.905058599275812E-12
0                         0                        1.38E-6                  -9.958331791790669E-12
5.196152422706616E-8      0                        1.4700000000000001E-6    -1.0321109426867457E-11
0                         0                        1.4400000000000002E-6    -1.0372177557515978E-11
0                         0                        1.5E-6                   -1.078700229009467E-11
0                         6.0E-9                   1.4400000000000004E-6    -1.03900694419501E-11
0                         6.0E-9                   1.5000000000000005E-6    -1.0802755196486095E-11
0                         1.2E-8                   1.4400000000000006E-6    -1.0407888855613452E-11
0                         1.2E-8                   1.5000000000000007E-6    -1.0818435632106753E-11
0                         1.8E-8                   1.440000000000001E-6     -1.0425635798506042E-11
0                         1.8E-8                   1.500000000000001E-6     -1.0834043596956645E-11
0                         2.4E-8                   1.4400000000000015E-6    -1.0443310270627866E-11
0                         2.4E-8                   1.5000000000000013E-6    -1.084957909103577E-11
0                         6.0E-9                   1.3800000000000003E-6    -9.978362654267487E-12
0                         1.2E-8                   1.3800000000000008E-6    -9.998321045973535E-12
0                         1.8E-8                   1.3800000000000012E-6    -1.0018206966908822E-11
0                         6.0E-9                   1.3200000000000005E-6    -9.567634833438263E-12
0                         1.2E-8                   1.320000000000001E-6     -9.589732203187009E-12
0                         6.0E-9                   1.2600000000000004E-6    -9.157885979462422E-12
0                         3.0E-8                   1.5000000000000017E-6    -1.0865042114344129E-11
0                         2.4E-8                   1.260000000000003E-6     -9.229339897395343E-12
0                         3.0E-8                   1.2600000000000038E-6    -9.253040658656356E-12
0                         1.7999999999999996E-8    1.2600000000000021E-6    -9.205580530442682E-12
0                         1.1999999999999998E-8    1.2600000000000013E-6    -9.181762557798375E-12
0                         2.3999999999999997E-8    1.3200000000000024E-6    -9.633664070538703E-12
0                         3.0E-8                   1.3200000000000035E-6    -9.655542095677079E-12
0                         1.8E-8                   1.3200000000000018E-6    -9.611727439708676E-12
0                         2.3999999999999997E-8    1.380000000000002E-6     -1.003832086161621E-11
0                         3.0E-8                   1.3800000000000029E-6    -1.0058376150631951E-11
0                         3.0E-8                   1.4400000000000023E-6    -1.0461542823520965E-11
5.196152422706513E-8      3.0E-8                   1.2900000000000035E-6    -9.182313499703378E-12
1.0392304845413026E-7     3.0E-8                   1.3200000000000032E-6    -9.12675132093348E-12
1.5588457268119536E-7     3.0E-8                   1.350000000000003E-6     -9.086354122346664E-12
2.078460969082605E-7      3.0000000000000004E-8    1.3800000000000029E-6    -9.061121903942933E-12
5.196152422706513E-8      3.0E-8                   1.3500000000000032E-6    -9.5872739609494E-12
1.0392304845413026E-7     3.0E-8                   1.3800000000000029E-6    -9.534170806404799E-12
1.5588457268119536E-7     3.0000000000000004E-8    1.4100000000000026E-6    -9.496232632043285E-12
5.196152422706513E-8      3.0E-8                   1.4100000000000026E-6    -9.992567040129568E-12
1.0392304845413026E-7     3.0000000000000004E-8    1.4400000000000023E-6    -9.941922909810267E-12
5.196152422706513E-8      3.0000000000000004E-8    1.470000000000002E-6     -1.0398192737243884E-11
5.1961524227066444E-8     3.0E-8                   1.5300000000000019E-6    -1.0824008332003663E-11
1.0392304845413157E-7     3.0E-8                   1.5000000000000022E-6    -1.0363832894079191E-11
1.558845726811967E-7      3.0E-8                   1.4700000000000022E-6    -9.914237005821348E-12
2.078460969082618E-7      3.0E-8                   1.4400000000000025E-6    -9.475220667230136E-12
2.5980762113532695E-7     3.0000000000000004E-8    1.410000000000003E-6     -9.046783878305557E-12
1.0392304845413289E-7     3.0E-8                   1.560000000000002E-6     -1.0788533953375832E-11
1.55884572681198E-7       3.0E-8                   1.530000000000002E-6     -1.0335032454627134E-11
2.0784609690826313E-7     3.0E-8                   1.5000000000000026E-6    -9.89211050554506E-12
2.598076211353283E-7      3.0000000000000004E-8    1.4700000000000029E-6    -9.45976810612962E-12
1.558845726811993E-7      3.0E-8                   1.5900000000000017E-6    -1.0758618978460638E-11
2.0784609690826443E-7     3.0E-8                   1.560000000000002E-6     -1.0311791418887708E-11
2.5980762113532955E-7     3.0000000000000004E-8    1.5300000000000023E-6    -9.875543408981408E-12
2.0784609690826578E-7     3.0E-8                   1.620000000000002E-6     -1.073426340725807E-11
2.598076211353309E-7      3.0000000000000004E-8    1.5900000000000024E-6    -1.029410978686092E-11
2.598076211353322E-7      3.0E-8                   1.650000000000002E-6     -1.0715467239768141E-11
2.078460969082643E-7      0                        1.68E-6                  -1.102515763835584E-11
2.078460969082643E-7      0                        1.6200000000000002E-6    -1.0615541741864365E-11
1.558845726811982E-7      0                        1.6500000000000003E-6    -1.1061568815940348E-11
1.558845726811982E-7      0                        1.59E-6                  -1.0649179594034061E-11
1.0392304845413211E-7     0                        1.6200000000000002E-6    -1.1104131516783444E-11
1.0392304845413215E-7     0                        1.5599999999999999E-6    -1.0688968969462348E-11
5.1961524227066054E-8     0                        1.59E-6                  -1.1152845740885127E-11
5.1961524227066054E-8     0                        1.5300000000000002E-6    -1.0734909868149214E-11
0                         0                        1.5600000000000003E-6    -1.1207711488245393E-11
1.558845726811982E-7      0                        1.7100000000000001E-6    -1.1473255787145664E-11
1.0392304845413211E-7     0                        1.68E-6                  -1.1518591813403576E-11
5.1961524227066054E-8     0                        1.65E-6                  -1.1570079362920068E-11
0                         0                        1.6200000000000002E-6    -1.162771843569515E-11
1.0392304845413215E-7     0                        1.74E-6                  -1.1932349859322735E-11
5.1961524227066054E-8     0                        1.7100000000000001E-6    -1.1986610734254044E-11
0                         0                        1.68E-6                  -1.2047023132443934E-11
5.1961524227066054E-8     0                        1.7700000000000002E-6    -1.2402439854887045E-11
0                         0                        1.7400000000000003E-6    -1.2465625578491751E-11
2.5980762113533034E-7     0                        1.65E-6                  -1.0588055412953255E-11
0                         0                        1.8000000000000001E-6    -1.2883525773838602E-11
0                         6.0E-9                   1.7400000000000007E-6    -1.2480806015617102E-11
0                         6.0E-9                   1.8000000000000006E-6    -1.2899625293948383E-11
0                         1.2E-8                   1.740000000000001E-6     -1.2496064205334129E-11
0                         1.2E-8                   1.800000000000001E-6     -1.291580256664985E-11
0                         1.8E-8                   1.7400000000000013E-6    -1.251140014764284E-11
0                         1.8E-8                   1.8000000000000014E-6    -1.2932057591942994E-11
0                         2.4E-8                   1.740000000000002E-6     -1.2526813842543234E-11
0                         2.4E-8                   1.8000000000000018E-6    -1.2948390369827817E-11
0                         6.0E-9                   1.6800000000000004E-6    -1.2061284486584851E-11
0                         1.2E-8                   1.6800000000000009E-6    -1.207562359331744E-11
0                         1.8E-8                   1.6800000000000013E-6    -1.2090040452641717E-11
0                         6.0E-9                   1.6200000000000004E-6    -1.1641060706851629E-11
0                         1.2E-8                   1.620000000000001E-6     -1.1654480730599787E-11
0                         6.0E-9                   1.5600000000000007E-6    -1.122013467641744E-11
0                         3.0E-8                   1.8000000000000022E-6    -1.2964800900304325E-11
0                         2.4E-8                   1.5600000000000016E-6    -1.1264798128991458E-11
0                         3.0E-8                   1.560000000000002E-6     -1.1279541004974595E-11
0                         1.7999999999999996E-8    1.5600000000000012E-6    -1.124998278223755E-11
0                         1.1999999999999998E-8    1.5600000000000007E-6    -1.1235094964712878E-11
0                         2.3999999999999997E-8    1.6200000000000016E-6    -1.168274360022793E-11
0                         3.0E-8                   1.6200000000000019E-6    -1.169676632888585E-11
0                         1.8E-8                   1.6200000000000014E-6    -1.166864840079924E-11
0                         2.3999999999999997E-8    1.6800000000000017E-6    -1.2103415504745187E-11
0                         3.0E-8                   1.6800000000000021E-6    -1.2116718086077891E-11
0                         3.0E-8                   1.7400000000000022E-6    -1.253939627655071E-11
5.1961524227066444E-8     3.0E-8                   1.5900000000000017E-6    -1.1237339457319253E-11
1.0392304845413289E-7     3.0E-8                   1.6200000000000019E-6    -1.120069731337654E-11
1.558845726811993E-7      3.0E-8                   1.650000000000002E-6     -1.1169614573146463E-11
2.0784609690826578E-7     3.0E-8                   1.6800000000000021E-6    -1.1144091236629019E-11
5.1961524227066444E-8     3.0E-8                   1.650000000000002E-6     -1.1653397015915627E-11
1.0392304845413289E-7     3.0E-8                   1.6800000000000021E-6    -1.1615587106658031E-11
1.558845726811993E-7      3.0E-8                   1.710000000000002E-6     -1.1583336601113076E-11
5.1961524227066444E-8     3.0E-8                   1.710000000000002E-6     -1.2072181007792783E-11
1.0392304845413289E-7     3.0E-8                   1.7400000000000022E-6    -1.203320333322031E-11
5.1961524227066444E-8     3.0E-8                   1.7700000000000023E-6    -1.249369143295073E-11
