0.0000000000e+00	0.0000000000e+00	1.8530000000e-01
0.0000000000e+00	6.0000000000e-08	1.8530000000e-01
0.0000000000e+00	1.2000000000e-07	1.1600000000e-01
0.0000000000e+00	1.8000000000e-07	1.1600000000e-01
0.0000000000e+00	2.4000000000e-07	1.1600000000e-01
0.0000000000e+00	3.0000000000e-07	1.1600000000e-01
0.0000000000e+00	3.6000000000e-07	1.1600000000e-01
0.0000000000e+00	4.2000000000e-07	1.1600000000e-01
0.0000000000e+00	4.8000000000e-07	1.1600000000e-01
0.0000000000e+00	5.4000000000e-07	1.1600000000e-01
0.0000000000e+00	6.0000000000e-07	4.1300000000e-02
0.0000000000e+00	6.6000000000e-07	4.1300000000e-02
0.0000000000e+00	7.2000000000e-07	4.1300000000e-02
0.0000000000e+00	7.8000000000e-07	4.1300000000e-02
0.0000000000e+00	8.4000000000e-07	4.1300000000e-02
0.0000000000e+00	9.0000000000e-07	9.9700000000e-02
0.0000000000e+00	9.6000000000e-07	9.9700000000e-02
0.0000000000e+00	1.0200000000e-06	9.9700000000e-02
0.0000000000e+00	1.0800000000e-06	9.9700000000e-02
0.0000000000e+00	1.1400000000e-06	9.9700000000e-02
0.0000000000e+00	1.2000000000e-06	9.9700000000e-02
0.0000000000e+00	1.2600000000e-06	9.9700000000e-02
0.0000000000e+00	1.3200000000e-06	9.9700000000e-02
0.0000000000e+00	1.3800000000e-06	9.9700000000e-02
0.0000000000e+00	1.4400000000e-06	9.9700000000e-02
0.0000000000e+00	1.5000000000e-06	9.9700000000e-02
0.0000000000e+00	1.5600000000e-06	9.9700000000e-02
0.0000000000e+00	1.6200000000e-06	9.9700000000e-02
0.0000000000e+00	1.6800000000e-06	9.9700000000e-02
0.0000000000e+00	1.7400000000e-06	1.3280000000e-01
0.0000000000e+00	1.8000000000e-06	1.3280000000e-01
0.0000000000e+00	1.8600000000e-06	1.0670000000e-01
0.0000000000e+00	1.9200000000e-06	1.0670000000e-01
0.0000000000e+00	1.9800000000e-06	1.0670000000e-01
0.0000000000e+00	2.0400000000e-06	1.0670000000e-01
0.0000000000e+00	2.1000000000e-06	9.8600000000e-02
0.0000000000e+00	2.1600000000e-06	9.8600000000e-02
0.0000000000e+00	2.2200000000e-06	9.8600000000e-02
0.0000000000e+00	2.2800000000e-06	9.8600000000e-02
0.0000000000e+00	2.3400000000e-06	9.8600000000e-02
0.0000000000e+00	2.4000000000e-06	9.8600000000e-02
0.0000000000e+00	2.4600000000e-06	9.8600000000e-02
0.0000000000e+00	2.5200000000e-06	2.0300000000e-02
0.0000000000e+00	2.5800000000e-06	2.0300000000e-02
0.0000000000e+00	2.6400000000e-06	2.0300000000e-02
0.0000000000e+00	2.7000000000e-06	1.1070000000e-01
0.0000000000e+00	2.7600000000e-06	1.1070000000e-01
0.0000000000e+00	2.8200000000e-06	1.1070000000e-01
0.0000000000e+00	2.8800000000e-06	1.1070000000e-01
0.0000000000e+00	2.9400000000e-06	1.1070000000e-01
0.0000000000e+00	3.0000000000e-06	1.1070000000e-01
6.0000000000e-08	0.0000000000e+00	1.8530000000e-01
6.0000000000e-08	6.0000000000e-08	1.8530000000e-01
6.0000000000e-08	1.2000000000e-07	1.8530000000e-01
6.0000000000e-08	1.8000000000e-07	1.1600000000e-01
6.0000000000e-08	2.4000000000e-07	1.1600000000e-01
6.0000000000e-08	3.0000000000e-07	1.1600000000e-01
6.0000000000e-08	3.6000000000e-07	1.1600000000e-01
6.0000000000e-08	4.2000000000e-07	1.1600000000e-01
6.0000000000e-08	4.8000000000e-07	1.1600000000e-01
6.0000000000e-08	5.4000000000e-07	1.1600000000e-01
6.0000000000e-08	6.0000000000e-07	1.1600000000e-01
6.0000000000e-08	6.6000000000e-07	4.1300000000e-02
6.0000000000e-08	7.2000000000e-07	4.1300000000e-02
6.0000000000e-08	7.8000000000e-07	4.1300000000e-02
6.0000000000e-08	8.4000000000e-07	4.1300000000e-02
6.0000000000e-08	9.0000000000e-07	4.1300000000e-02
6.0000000000e-08	9.6000000000e-07	9.9700000000e-02
6.0000000000e-08	1.0200000000e-06	9.9700000000e-02
6.0000000000e-08	1.0800000000e-06	9.9700000000e-02
6.0000000000e-08	1.1400000000e-06	9.9700000000e-02
6.0000000000e-08	1.2000000000e-06	9.9700000000e-02
6.0000000000e-08	1.2600000000e-06	9.9700000000e-02
6.0000000000e-08	1.3200000000e-06	9.9700000000e-02
6.0000000000e-08	1.3800000000e-06	9.9700000000e-02
6.0000000000e-08	1.4400000000e-06	9.9700000000e-02
6.0000000000e-08	1.5000000000e-06	9.9700000000e-02
6.0000000000e-08	1.5600000000e-06	9.9700000000e-02
6.0000000000e-08	1.6200000000e-06	9.9700000000e-02
6.0000000000e-08	1.6800000000e-06	9.9700000000e-02
6.0000000000e-08	1.7400000000e-06	1.3280000000e-01
6.0000000000e-08	1.8000000000e-06	1.3280000000e-01
6.0000000000e-08	1.8600000000e-06	1.3280000000e-01
6.0000000000e-08	1.9200000000e-06	1.3280000000e-01
6.0000000000e-08	1.9800000000e-06	1.3280000000e-01
6.0000000000e-08	2.0400000000e-06	1.3280000000e-01
6.0000000000e-08	2.1000000000e-06	1.3280000000e-01
6.0000000000e-08	2.1600000000e-06	9.8600000000e-02
6.0000000000e-08	2.2200000000e-06	9.8600000000e-02
6.0000000000e-08	2.2800000000e-06	9.8600000000e-02
6.0000000000e-08	2.3400000000e-06	9.8600000000e-02
6.0000000000e-08	2.4000000000e-06	9.8600000000e-02
6.0000000000e-08	2.4600000000e-06	9.8600000000e-02
6.0000000000e-08	2.5200000000e-06	2.0300000000e-02
6.0000000000e-08	2.5800000000e-06	2.0300000000e-02
6.0000000000e-08	2.6400000000e-06	2.0300000000e-02
6.0000000000e-08	2.7000000000e-06	1.1070000000e-01
6.0000000000e-08	2.7600000000e-06	1.1070000000e-01
6.0000000000e-08	2.8200000000e-06	1.1070000000e-01
6.0000000000e-08	2.8800000000e-06	1.1070000000e-01
6.0000000000e-08	2.9400000000e-06	1.1070000000e-01
6.0000000000e-08	3.0000000000e-06	1.1070000000e-01
1.2000000000e-07	0.0000000000e+00	1.8530000000e-01
1.2000000000e-07	6.0000000000e-08	1.8530000000e-01
1.2000000000e-07	1.2000000000e-07	1.8530000000e-01
1.2000000000e-07	1.8000000000e-07	1.8530000000e-01
1.2000000000e-07	2.4000000000e-07	1.8530000000e-01
1.2000000000e-07	3.0000000000e-07	1.1600000000e-01
1.2000000000e-07	3.6000000000e-07	1.1600000000e-01
1.2000000000e-07	4.2000000000e-07	1.1600000000e-01
1.2000000000e-07	4.8000000000e-07	1.1600000000e-01
1.2000000000e-07	5.4000000000e-07	1.1600000000e-01
1.2000000000e-07	6.0000000000e-07	1.1600000000e-01
1.2000000000e-07	6.6000000000e-07	1.1600000000e-01
1.2000000000e-07	7.2000000000e-07	1.1600000000e-01
1.2000000000e-07	7.8000000000e-07	4.1300000000e-02
1.2000000000e-07	8.4000000000e-07	4.1300000000e-02
1.2000000000e-07	9.0000000000e-07	4.1300000000e-02
1.2000000000e-07	9.6000000000e-07	4.1300000000e-02
1.2000000000e-07	1.0200000000e-06	4.1300000000e-02
1.2000000000e-07	1.0800000000e-06	9.9700000000e-02
1.2000000000e-07	1.1400000000e-06	9.9700000000e-02
1.2000000000e-07	1.2000000000e-06	9.9700000000e-02
1.2000000000e-07	1.2600000000e-06	9.9700000000e-02
1.2000000000e-07	1.3200000000e-06	9.9700000000e-02
1.2000000000e-07	1.3800000000e-06	9.9700000000e-02
1.2000000000e-07	1.4400000000e-06	9.9700000000e-02
1.2000000000e-07	1.5000000000e-06	9.9700000000e-02
1.2000000000e-07	1.5600000000e-06	9.9700000000e-02
1.2000000000e-07	1.6200000000e-06	9.9700000000e-02
1.2000000000e-07	1.6800000000e-06	9.9700000000e-02
1.2000000000e-07	1.7400000000e-06	9.9700000000e-02
1.2000000000e-07	1.8000000000e-06	1.3280000000e-01
1.2000000000e-07	1.8600000000e-06	1.3280000000e-01
1.2000000000e-07	1.9200000000e-06	1.3280000000e-01
1.2000000000e-07	1.9800000000e-06	1.3280000000e-01
1.2000000000e-07	2.0400000000e-06	1.3280000000e-01
1.2000000000e-07	2.1000000000e-06	1.3280000000e-01
1.2000000000e-07	2.1600000000e-06	1.3280000000e-01
1.2000000000e-07	2.2200000000e-06	1.3280000000e-01
1.2000000000e-07	2.2800000000e-06	9.8600000000e-02
1.2000000000e-07	2.3400000000e-06	9.8600000000e-02
1.2000000000e-07	2.4000000000e-06	9.8600000000e-02
1.2000000000e-07	2.4600000000e-06	9.8600000000e-02
1.2000000000e-07	2.5200000000e-06	9.8600000000e-02
1.2000000000e-07	2.5800000000e-06	2.0300000000e-02
1.2000000000e-07	2.6400000000e-06	2.0300000000e-02
1.2000000000e-07	2.7000000000e-06	1.1070000000e-01
